"Detroit IMSA: Derani, Legge lead opening practice",Motorsport via Yahoo Sports
"Factbox: Auto, other industries' manufacturing presence in Mexico",Reuters via Yahoo Finance
Trump's Mexican tariffs threaten to disrupt auto sector,Reuters via Yahoo Finance
Detroit IMSA: Acura Team Penske locks out front row,Motorsport via Yahoo Sports
Police searching for missing girl say body of child found,Associated Press via Yahoo News
Detroit IMSA: Derani on top again in second practice,Motorsport via Yahoo Sports
"Mexico, U.S. business groups urge Trump to back down on tariff threat",Reuters via Yahoo News
"Entertainment Tonight to Take Over Nashville for CMT Awards, CMA Fest and More!",Entertainment Tonight via Yahoo News
Stock markets slump as trade war tensions spike,AFP via Yahoo News
Trump's Threatened Tariffs on Mexico Are Already Wreaking Havoc With American Companies,Time via Yahoo News
"BMW owners have the most driving convictions, study finds",Yahoo News UK
"After China, US Hits Mexico With Tariffs: ETFs Under Threat",Zacks via Yahoo Finance
Renault board to review FCA merger move on Tuesday,Reuters via Yahoo Finance
"Trump vows rapid, high tariffs on Mexico unless illegal immigration ends",Reuters via Yahoo Finance
The Brexit Party will win in Peterborough as the Farage effect sharply increases the chances of no...,The Independent via Yahoo News UK
Markets Reel as New Front in Trade War Makes a Bad Month Worse,Bloomberg via Yahoo Finance
Japanese automaker shares hit as Trump threatens Mexico with tariffs,Reuters via Yahoo Finance
Automakers tremble in Asia as Trump threatens Mexico tariffs,Reuters via Yahoo Finance
How Volvo Designers Are Using Augmented Reality to Develop New Cars,Robb Report via Yahoo News
The Reinvention of Steel Could Make Car Bodies 30% Lighter,Bloomberg via Yahoo Finance
Renault and Fiat Chrysler stuck over merger terms: report,AFP via Yahoo News
"Equities Rebound, Bond Yields Rise, Trade Rhetoric Intensifies",FX Empire via Yahoo Finance
UK car production almost halves as factories impose Brexit shutdown,CNBC via Yahoo News
Nakajima aims to capitalise on rare Super GT title chance,Motorsport via Yahoo Sports
2003 350Z Playboy Cup Car Will Put You In The Winner’s Circle,motorious via Yahoo News
Morgan Stanley: Fiat Chrysler's Proposed Tie-Up With Renault A 'Good Strategic Fit',Benzinga via Yahoo Finance
Detroit IMSA: Tincknell’s Mazda leads raceday warm-up,Motorsport via Yahoo Sports
Fiat and Renault Is Hardly a Merger of Equals,Bloomberg via Yahoo Finance
Toyota to set up Myanmar plant to assemble Hilux trucks,Reuters via Yahoo Finance
Business Highlights,Associated Press via Yahoo Finance
REFILE-UPDATE 1-FCA-Renault tie-up clears French hurdles before board meeting -sources,Reuters via Yahoo News
UPDATE 2-FCA-Renault deal talks navigate French political hurdles,Reuters via Yahoo Finance
"Global stocks weighed down by concerns over trade, Italian budget",Reuters via Yahoo Finance Canada
"BIRTHDAY OF THE DAY: Jennifer Dunn, SVP for corporate communications and public affairs at Wells...",Politico via Yahoo News
UPDATE 2-French demands challenge FCA-Renault deal push,Reuters via Yahoo News
PRESS DIGEST-New York Times business news - May 30,Reuters via Yahoo Finance
Nikkei hits 3-1/2-month low as carmakers plunge on Trump's Mexico tariff jolt,Reuters via Yahoo Finance
Don't see particularly negative aspects in Renault deal: Nissan CEO,Reuters via Yahoo Finance
"Japanese partners not left in the dark on Renault talks with FCA, Mitsubishi says",Reuters via Yahoo Finance
"How Renault, Fiat Chrysler could save through sharing",Reuters via Yahoo Finance
Fiat Chrysler Gains 8% Amid Merger Talks With Renault,Benzinga via Yahoo Finance
"Fiat Chrysler seeks 50-50 merger with Renault, whose board will study deal 'with interest'",USA TODAY via Yahoo News
GLOBAL MARKETS-Stocks rally cut off by EU threats over Italy's budget,Reuters via Yahoo News
France: No jobs must be lost in Renault-Fiat Chrysler tie-up,Associated Press via Yahoo Finance
"GLOBAL MARKETS-China gains, auto sector lift Asian shares, but sentiment fragile",Reuters via Yahoo Finance
Top 5 Things to Know in The Market on Tuesday,Investing.com via Yahoo Finance
Renault and Fiat Chrysler flirt with audacious mega-merger,AFP Relax News via Yahoo News
"GLOBAL MARKETS-Asian equities buoyed by China, auto merger but gains capped",Reuters via Yahoo News
"Morning News Call - India, May 30",Reuters via Yahoo Finance
China dreams on hold: heartland city feels chill of economic slowdown,Reuters via Yahoo Finance
"GLOBAL MARKETS-Asian shares follow Europe higher on EU relief, auto merger",Reuters via Yahoo News
New auto giant? Fiat Chrysler wants to merge with Renault,Associated Press via Yahoo Finance
Fiat Chrysler and Renault pursue $35 bln merger to combat car industry upheaval,Reuters via Yahoo Finance
Fiat Chrysler and Renault pursue $35 billion merger to combat car industry upheaval,Reuters via Yahoo Finance Canada
Fiat Plans Merger With Renault in Latest Auto Industry Jolt,Bloomberg via Yahoo Finance
'It won't kill us': Voters voice support for no-deal Brexit,AFP via Yahoo News
Carmakers FCA and Renault to go public on tie-up talks,Reuters via Yahoo Finance
'This too can happen to you': Heartbroken mother urges parents to prevent hot car deaths,Good Morning America via Yahoo News
Suzuka Super GT: Nakajima/Sekiguchi lead Lexus 1-2-3,Motorsport via Yahoo Sports
Champions League broadcaster BT calls up extra viewers,AFP via Yahoo Sports
Fiat Chrysler in tie-up talks with Renault - sources,Reuters via Yahoo Finance
Fiat Chrysler in tie-up talks with Renault: sources,Reuters via Yahoo Finance Canada
UPDATE 3-Fiat Chrysler in tie-up talks with Renault - sources,Reuters via Yahoo News
Fiat Chrysler in talks to forge extensive ties with Renault - Financial Times,Reuters via Yahoo Finance
Edited Transcript of HDRAU earnings conference call or presentation 10-May-19 1:31pm GMT,Thomson Reuters StreetEvents via Yahoo Finance
"2019 Ram 1500: Move over Ford F-150, there’s a new king in town",Yahoo Finance
Nissan tells Renault 'not opposed' to Fiat Chrysler merger plan -Nikkei,Reuters via Yahoo Finance
"Trump urges greater Japanese investment in U.S., criticises trade advantage",Reuters via Yahoo Finance
Top 5 Things to Know in the Market on Monday,Investing.com via Yahoo Finance
Five Things You Need to Know to Start Your Day,Bloomberg via Yahoo News
StockBeat: The Spirit of Marchionne Lives on in FCA-Renault Deal,Investing.com via Yahoo Finance
"GLOBAL MARKETS-Global stocks weighed down by concerns over trade, Italian budget",Reuters via Yahoo News
"Blindsided by FCA-Renault talks, Nissan risks being left by the roadside",Reuters via Yahoo Finance Canada
Kick Off the Summer Right With Some '90s IMSA Racing,Road &amp; Track via Yahoo Finance
Winton Supercars: McLaughlin dominates Sunday race,Motorsport via Yahoo Sports
TAKE A LOOK-France seeks to fend off blame for FCA-Renault deal collapse,Reuters via Yahoo News
Fiat-Renault Mega-Merger Is Born of Desperation,Bloomberg via Yahoo Finance
"FACTBOX-The road to Fiat Chrysler, Renault merger talks",Reuters via Yahoo News
Fiat Chrysler proposes merger with Renault to become third biggest carmaker in world,The Independent via Yahoo News UK
"Factbox: The road to Fiat Chrysler, Renault merger talks",Reuters via Yahoo Finance
Fiat Chrysler and France's Renault are in talks to form a partnership,CNBC via Yahoo News
Fiat Chrysler submits proposal for a merger with Renault,CNBC via Yahoo News
"Trump urges greater Japanese investment in U.S., criticizes trade advantage",Reuters via Yahoo Canada News
"Cassidy: Slow stop denied us ""easy race"" to victory",Motorsport via Yahoo Sports
Suzuka Super GT: Lexus locks out front row as Nissan struggles,Motorsport via Yahoo Sports
Meet the little-known kingmaker behind Fiat Chrysler,Pitchbook via Yahoo Finance
"Rullo, Fiore complete Kelly Racing Supercars enduro line-up",Motorsport via Yahoo Sports
The 14 Most Dangerous Cars on the Road,Money Talks News via Yahoo Finance
Winton Supercars: McLaughlin seals pole with record lap,Motorsport via Yahoo Sports
Winton Supercars: McLaughlin sets early Sunday pace,Motorsport via Yahoo Sports
UPDATE 2-Fiat Chrysler in tie-up talks with Renault - sources,Reuters via Yahoo News
Berlin E-Prix: Lotterer quickest in Friday practice,Motorsport via Yahoo Sports
Factbox: Auto industry consolidation - mega-mergers and alliances,Reuters via Yahoo Finance
REUTERS NEWS SCHEDULE AT 0600 GMT/0200 ET,Reuters via Yahoo News
Winton Supercars: Lowndes tops wet co-driver session,Motorsport via Yahoo Sports
Nissan board nominees not broaching merger issue - member,Reuters via Yahoo Finance
Nissan board nominees not broaching merger issue: member,Reuters via Yahoo Finance Canada
Ex-Nissan boss Ghosn to ask for monitored visit with spouse: lawyer,Reuters via Yahoo Finance
"As you head out for Memorial Day, watch out for the 10 states where gas prices are highest",USA TODAY via Yahoo Finance
Formula E 2019: Andre Lotterer determined to grab victory at Berlin E-Prix after mixing with...,The Independent via Yahoo News UK
Man charged in crash that killed Memphis police officer,Associated Press via Yahoo News
Wood to partner Kelly at Supercars enduros,Motorsport via Yahoo Sports
Turo revved up about future IPO after Uber and Lyft disappoint,Yahoo Finance Canada
Great Cars To Own for at Least 5 Years,GOBankingRates via Yahoo Finance
UPDATE 2-Japan auto lobby dismayed Trump declares some imports security threat,Reuters via Yahoo News
South Korea automakers' shares rise on hope of U.S. tariff exemption,Reuters via Yahoo Finance
Self-driving startup Aurora to buy lidar company Blackmore,Reuters via Yahoo News
"Chevrolet Corvette C5, Nissan 300ZX In Disguise",motorious via Yahoo News
Ex-Nissan boss Ghosn to ask for monitored visit with spouse - lawyer,Reuters via Yahoo Finance
Renault in team-up talks with Fiat Chrysler: reports,AFP via Yahoo News
IBM Research Exploring LiDAR Sensor Use for Elderly Care,Zacks via Yahoo Finance
Eric Church Goes to Prison in New ‘Some of It’ Video,Rolling Stone via Yahoo News
Subtly Modified R32 Godzilla Celebrates Its 30th Birthday And Could Be Yours!,motorious via Yahoo News
Bernie Sanders campaign rallies support at McDonald's strikes across US,The Guardian via Yahoo News
The 8 Best Luxury Cars Under $40K (You Heard Us),PureWow via Yahoo News
Already-Downgraded Nissan Credit Rating Hit by Negative Outlook,Bloomberg via Yahoo Finance
Former Nissan chairman Ghosn appears in Tokyo court,Associated Press via Yahoo News
There’s just one thing wrong with the new Nissan Leaf,Yahoo Finance
UPDATE 3-France wants FCA-Renault job guarantees and Nissan on board,Reuters via Yahoo News
"Masuko to step down as Mitsubishi Motors CEO, Kato to succeed him",Reuters via Yahoo Finance
"Crisis-hit Nissan shakes up board, keeps boss",AFP via Yahoo News
Israel Folau sacked by Rugby Australia after homophobic posts just months before World Cup,Yahoo Sport UK
"Nissan says Saikawa to remain as CEO, Renault chief to join board",Reuters via Yahoo Finance
Tesla Fires Sound Alarms About Electric-Car Battery Safety,Bloomberg via Yahoo Finance
Panesar calls for Buttler to open if England are to target ODI 500,Yahoo Sport UK
Champions League final: Tottenham ban three fans indefinitely for selling tickets on secondary...,The Independent via Yahoo News UK
"Source: Fiat Chrysler, Renault in talks about alliance",Associated Press via Yahoo Finance
"Nissan retains Saikawa as CEO, in likely rebuff of Renault",Reuters via Yahoo Finance
Auto analysts worry Tesla fires could dampen electric car sales as industry ramps up EV production,CNBC via Yahoo News
"General Motors might be the largest U.S. automaker, but it could not survive in Europe",CNBC via Yahoo News
"Nissan, Ford, VW led 0.5% April European car sales slide",Reuters via Yahoo Finance
"Nissan's Saikawa to stay on as president, Renault chief to join board - sources",Reuters via Yahoo Finance
"Inspired by a Fighter Jet, the 2JetZ is Both a Car and the Latest Hot Wheels Model",Car and Driver via Yahoo News
"Nissan faces long, rocky road to cut U.S. discounts, rental sales",Reuters via Yahoo Finance
Winton Supercars: McLaughlin wins after shortcut controversy,Motorsport via Yahoo Sports
Trump declares some auto imports pose national security threat,Reuters via Yahoo Finance
"RPT-FOCUS-Nissan faces long, rocky road to cut U.S. discounts, rental sales",Reuters via Yahoo News
Everything We Know About The Disappearance Of 4-Year-Old Maleah Davis,Refinery29 via Yahoo News
ANALYSIS-Nissan earnings slide fuels Renault deal pressure,Reuters via Yahoo News
Winton Supercars: Mostert fastest in crucial practice,Motorsport via Yahoo Sports
ChargePoint sounds alarm on electric vehicle charging standards,Reuters via Yahoo Finance
"On the radar: Nissan stays cool on lidar tech, siding with Tesla",Reuters via Yahoo Finance Canada
Champions League final tickets: Liverpool and Spurs fans join forces to call on sponsors to hand...,The Independent via Yahoo News UK
Chelsea to give Mount pre-season chance after impressive campaign with Derby,Goal.com via Yahoo Sport
President Trump talks trade deal at meeting with business executives after arriving in Japan,Good Morning America via Yahoo News
"Shinzo Abe 'will offer to mediate with Iran' as Donald Trump sends 1,500 troops to Middle East",The Telegraph via Yahoo News
"Suspected gang member charged in California crash that killed dog walker, 5 dogs",Good Morning America via Yahoo News
Nissan Now Has a Hands-Free Highway Driving System to Rival Cadillac's Super Cruise,Car and Driver via Yahoo News
The urgency of the shift to electric cars isn’t just about climate change,Quartz via Yahoo Finance
UPDATE 6-Trump declares some auto imports pose national security threat,Reuters via Yahoo News
Britain Pledges $35 Million Into Researching Electric-Car Batteries,Bloomberg
Keith Urban to Headline Second Harvest Benefit Concert in Nashville,Rolling Stone via Yahoo News
"Nissan proposing more board members, with Renault's Bollore",Associated Press via Yahoo Finance
Best New-Car Deals for Memorial Day,Consumer Reports
Moody's Downgrades Nissan's Credit After S&amp;P's Negative Outlook,Bloomberg via Yahoo Finance
Naming rights sponsor locked in for TCR Australia,Motorsport via Yahoo Sports
Daimler's CEO designate will push alliances to cut costs,Reuters via Yahoo Finance
"Teenager died after being blasted with a shotgun, court told",Yahoo News UK
Clive Mendonca: 'I still get tingles down my spine when I remember Charlton beating Sunderland',The Telegraph via Yahoo News UK
"Abdul Mayanja: Teenager shot dead in London after being asked where he was from, court told",The Independent via Yahoo News UK
Swann calls for Archer selection as England prepare for Cricket World Cup,Yahoo Sport UK
These 'GoT' Actors Made Enough Money From Season 8 to Fill the Iron Bank,SheKnows via Yahoo News
"3 Big Stock Charts for Wednesday: Kimco Realty, Take-Two Interactive and CenterPoint Energy",InvestorPlace via Yahoo Finance
Venture Off-Road In This Modified Nissan Safari,motorious via Yahoo News
Renault shares fall after Nissan's bleak outlook,Reuters via Yahoo Finance
Nikkei snaps 7-day losing streak helped by China's stimulus hopes,Reuters via Yahoo Finance
European shares fall amid disappointing bank earnings,Reuters via Yahoo News
Japan auto lobby dismayed Trump declares some imports security threat,Reuters via Yahoo Finance
RPT-ANALYSIS-Nissan earnings slide fuels Renault deal pressure,Reuters via Yahoo News
America Has Just One Left-Hand-Drive Mazda RX-7 Spirit R,motorious via Yahoo News
"IBM, Cera Care to test self-driving car tech in elder homes",Reuters via Yahoo Finance Canada
RM Sotheby's To Sell 140-Strong 'Youngtimer' Collection,motorious via Yahoo News
Toyota Will Sell New Parts for Old Supras,Road &amp; Track via Yahoo Finance
Top Orlando news: Pilot has eyes burned by laser; pro-choice protest planned for Sunday; more,Hoodline via Yahoo News
Status quo at Renault-Nissan must be changed: French finance minister,Reuters via Yahoo Finance Canada
Monaco E-Prix: Felipe Massa soaks up 'special' first Formula E podium place,The Independent via Yahoo Sport
"The Week Ahead – Brexit, Economic Data and Trade in Focus",FX Empire via Yahoo Finance
Car Review: Toyota Corolla Hybrid – a car to surprise and delight,The Independent via Yahoo News UK
UPDATE 1-Italian budget worries knock European shares lower,Reuters via Yahoo News
Man who reported girl missing arrested in her disappearance,Associated Press via Yahoo Finance
Motor racing: Vergne wins in Monaco to take Formula E lead,Reuters via Yahoo Sports
"Nikkei hobbled by trade worries, disappointing earnings",Reuters via Yahoo Finance
Motor racing-Vergne wins in Monaco to take Formula E lead,Reuters via Yahoo News
Trump and Xi to meet after China hits U.S. with new tariffs: Morning Brief,Yahoo Finance
"UPDATE 2-European stocks regain ground, hoping for smoother U.S.-China trade",Reuters via Yahoo News
Tokyo prosecutors detail Ghosn's alleged cash transfer in revised indictment - Kyodo,Reuters via Yahoo Finance
Tokyo prosecutors detail Ghosn's alleged cash transfer in revised indictment: Kyodo,Reuters via Yahoo Finance
Emmanuel Macron Gets It All Wrong Over Nissan,Bloomberg via Yahoo Finance
"Asian Shares Follow Wall Street’s Lead, Rising on Hope of Timely Trade Deal",FX Empire via Yahoo Finance
"Nissan set for weakest profit in 11 years as Ghosn woes, bleak sales weigh",Reuters via Yahoo Finance
Nissan Considers Buying Stake in Chinese Electric Carmaker,Bloomberg via Yahoo Finance
Asian Markets Rise; Trump Urges Fed to Cut Rate to Win Trade War,Investing.com via Yahoo Finance
Nissan earnings slide fuels Renault deal pressure,Reuters via Yahoo Finance
Exclusive: Bosch goes for platinum-light fuel cells,Reuters via Yahoo News
"The Kolache Used to Be Gas Station Grub—Now It’s Everywhere, and Fancy",Bon Appetit via Yahoo News
Asian auto stocks mixed amid US-China trade concerns after earlier jump,CNBC via Yahoo News
Heimgartner becomes first Supercars full-timer to join TCR,Motorsport via Yahoo Sports
Mother's ex-fiance arrested in disappearance of 4-year-old Texas girl,ABC News via Yahoo News
The Perfect Land Rover Discovery Is For Sale With Morris Leslie,motorious via Yahoo News
StockBeat: Tariff Spotlight Shifts to European Automakers,Investing.com via Yahoo Finance
South Korea's latest big export: Jobless college graduates,Reuters via Yahoo Finance
"Sony launches buyback plan, Baidu reports loss, MGM Resorts may pay big",Yahoo Finance
AF Corse to return to LMP2 in 2019/20 WEC,Motorsport via Yahoo Sports
Mitsubishi Motors switches gears to slower growth in post-Ghosn era,Reuters via Yahoo Finance Canada
"Mitsubishi Motors CEO says not discussed integration with Nissan, Renault",Reuters via Yahoo Finance
The Right Way to Invest in Autonomous Vehicles,InvestorPlace via Yahoo Finance
How the DBT Skill ‘DEAR MAN’ Helped Me Deal With a Bad Situation,The Mighty via Yahoo News
Edited Transcript of 032640.KS earnings conference call or presentation 2-May-19 6:00am GMT,Thomson Reuters StreetEvents via Yahoo Finance
Monaco E-Prix: Vergne becomes first repeat winner of 2018/19,Motorsport via Yahoo Sports
